Item_Label,URI,Project,Project_URI,Context,Context_2,Context_3,Context_URI,Latitude,Longitude,Early,Late,Item_Category,icon,Thumbnail,Published_Date,Updated_Date,Creator,Creator_URI,Site_Number,Survey_Date,Survey_Year,Grid_Location_EW,Grid_Location_NS,Height,Subregion,Neolithic,Halaf_Ubaid_Uruk,Chalcolithic,Early_Bronze,Early_Bronze, Middle_Bronze,Middle_Bronze_Late Bronze,Iron_Age,Hellenistic_Roman,Medieval,Name,Description,Site_Name,Collectors_Initials,Map_sheet_no,Local_Landmarks,Setting,Site_Description,Survey_Conditions,Collection_Summary,Collection_Comments,Hellenistic_Late_Roman_note,Medieval_note
KM 45,http://opencontext.org/subjects/c99bc842-07ad-4fe6-8d0b-49ede1e54a18,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3112080868138,36.9693448643244,-6500,-333,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-41-50/km-45-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:06Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,45,1993-05-10T00:00:00Z,1993,201,315,11,Central Valley,false,true,false,true,false,true,true,true,false,false,KM 45,Süllümcük site near Çakmak village,Süllümcük,"EC,KC,AE",37SCB,Nearby to NE is Çamak village site 46 150-150 m. south,In valley with spring and garden at NE foot,"Round mound with huge cut in east side and field wall down the center, sherd scatter into fields beyond, on same page in notebook as 46 since they are adjacent and its not clear whether 46 is real a site; photos 19 back to KM45, 20 out to rock formation","Good, collected in areas but not much difference between east and west areas observed",Sherd count Spindles,"The material on this site matches Sivrimine KM21 and  burials KM31, interesting incised pieces and quite a few simple painted sherds but date uncertain--some are L.  Roman splash painted but others with simple bands could be     LBA or Iron, rolled and beaded rim bowls, lots of very fine pottery, some cooking pot and very heavy pieces as well",Hellenistic Fine ware (given the presence of the EB now attested (6-00) perhaps this is actually EB?,
KM 209,http://opencontext.org/subjects/29b0b1a2-7df7-41d5-9fdf-59c5d827e75f,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5165267236771,36.9721349375162,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-201-210/km-209-gen-view-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,209,1994-09-15T00:00:00Z,1994,209,545,,Nothern Valley,false,false,false,false,false,false,false,false,false,true,KM 209,"Unnamed site, basalt production?",Unnamed Site,"LB,EC,GM,NU,HT,MK",M37-c3,"Erkenez River valley SE of Aksu flood plain, branch of Aksu N.of site, Maraş to NW, KM120 to NW, new disconnected bridge to N.",,"Foothill site extensive.  Scattered house-mounds.  Lots of basalt.  May have been a production site for grinding stones.  photo 3 of Maraş, 4 at site from W., 5 basalt and limestone rocks, 6 close-up of rocks","Little vegetation, lots of loose stones, relativley little top  light sherd scatter, concentration on upper slope",Sherd count Glass/Faience Ground Stone,,"Terra sigillata or imitation cant  find on second inspection, removed; 1 rope impressed, lower area","fine line incised, buff ware, buff slip, Medieval black handles, one has heavy white grit temper and sloppy back paint, ribbed cooking pot sherds, Byz or Early Islamic site"
KM 67,http://opencontext.org/subjects/6d11326c-10b8-4399-909f-bee22f1f83de,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4033749289127,36.9593337336655,-10000,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-61-70/km-67-gen-view-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:08Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,67,1993-10-13T00:00:00Z,1993,194,418,6,Central Valley,true,true,false,false,false,false,false,false,true,true,KM 67,Yorğanhöyüğü,Yorganhöyüğü,"EC,MD,HT",37SCB,"On Aksu, cement walled garden with pine trees, burials","3 sides surrounded by fields so size is estimated from map, Büyük to the ne","Low oval mound, photo 36=back to Büyük H., 37 back to Öksüzlü, beginning roll 8","Plowed, dusty, should be collected again after a rain",Ground Stone Sherd count Flint count Glass/Faience,"Painted ware= orange-buff, brown paint bottle,simple bands on jar rims, one with a wavy band, one with reddish bands, jar shoulder with hatched chevrons, one with hatched ladders,  one with dots, one may have red rim band and brown bands on body; smoothed cream cooking pot possibly early as well","present including one with orangey burnish (SC 9-98), 7/12 all looks Islamic to me EC","fine incised, piecrust rim"
KM 94,http://opencontext.org/subjects/51477488-c49f-4746-af61-f546a80e6be5,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2506179289575,37.0647083863651,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-91-100/km-94-gen-view-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:11Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,94,1993-10-20T00:00:00Z,1993,274,249,3,Southeastern Valley,false,false,false,false,false,false,false,false,true,true,KM 94,Yelgeceği,Yelgeceği,"EC,BP,KC,MD",37SCB(N38-a4),Road to south off main road leading from cemetery,Rocky slopes at edge of hills,"Site at the foot of installations and caves or graves of site 93.  Extensive late period house mounds with little elevation partly covered by modern migrant tents several worked blocks observed placed along roadside, these are the folks who used the installation behind in 93.  Photo 24=94, 25=worked block, 26-27=view of site// EFC reports that one informant suggested that the site may possibly be partly comprised of people s earth dumping, but there are these worked blocks too (EFC 6-2003).",General collection,Bracelets Flint count Sherd count Roof Tiles,"Single period site ? or does it span LR to Early Islamic? Quarry, irrigation and graves in hills behind=93 probably associated with this settlement",Terra sigillata or imitation,"glazed, fine incised,  but is it Islamic or later?; Donald Whitcomb confirms Islamic (2001)"
KM 172,http://opencontext.org/subjects/8bb39a82-a7a8-4d14-b53b-37be077c03d1,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5839254869491,36.7794675345354,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-171-180/km-172-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:22Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,172,1994-09-05T00:00:00Z,1994,38,618,7,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 172,Dikesli,Dikesli,"HT,LB,BB,EC",M37-c4,"Edge of Aksu dam lake, edge of stony rolling hills near village of Kavlaklı",,"Flattened site in cotton field with part fallow; original dimensions difficult since spread over field but was a fairly large site originallly, stony surface, some natural flint.  Photo 25 to NW at site, 26 to north mountains beyond, 27 to sw at cotton",Good; north and south of field wall basically as test of visibility between cotton field and fallow,Sherd count Flint count Roof Tiles Glass/Faience,"Collection is mostly handles 15 on north 11 on southern, some fine ware may equal earlier occupation but its quite worn and difficult to distinguish EBA from Hellenistic, north side has 20 handles, one nice piece of glass",Hellenistic Fine ware,"fine incised, handles one interior groove type, incised piece similar to 159, one indented upright band rim with light incision, gritty Medieval ware, one deeper incised band on a similar body sherd"
KM 197,http://opencontext.org/subjects/b537ea6a-e7ca-4c8c-a2c3-597a8c4db8ce,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5733854378372,37.0786647874919,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-190-200/km-197-peynirdere-road-uplift.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:25Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,197,1994-09-12T00:00:00Z,1994,604,306,,Nothern Valley,false,false,false,false,false,false,false,false,true,true,,,Çiftlik Önü,"EC,NK,LB,HT,MK",M38-d4,"Peynırdere River, east side terrace","Wheat on site, cotton to south, olives on opposite end","This site of scattered house mounds on river terrace, backed up against natural hill, road cut on western edge Photo 17 site from sw.",Good general,Roof Tiles Sherd count,"Many handles both grooved and flat  relatively plain collection, main occupation Islamic roof tiles","Terra sigillata or imitation, handles","glazed blue green inside and out, heavy grit temper rims, fine incised"
KM 202,http://opencontext.org/subjects/993395ab-a6f3-4000-b346-11c29687cc7b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4673880644394,37.0230796789716,-4200,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-201-210/km-202-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:25Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,202,1994-09-14T00:00:00Z,1994,232,486,4,Nothern Valley,false,false,true,true,false,false,false,false,false,false,KM 202,no name near village of Tevekelli,Unnamed Site,"EC,HT,NK,GM,SC,MK",N38-a1,"Between Pellit, KM101 and KM 74 near village of Tevekkelli (Kücük) off Asphalt","Irrigated cotton fields to e., sugar beet, pie forest to west on hill",Round mound recently plowed with many coarse ware body sherds; edges difficult to determine to west and east,"Good, general but recently plowed, black soils a bit dusty",Sherd count Flint count Ground Stone,"Ultra fine wares have rolled rims, rounded or low disc bases and splay footed stands, cf. Amuq G, fig. 214 , also cf. Amuq G  for reserved lip pieces, medium buff with ware with band rims and slightly coarser with  cream slip for pithos sherds, many cooking pot wares including open and closed forms, one hole mouth  has a vertically pierced lug, and a horizontal tubular lug; red ware carinated bowl, one red ware burnished sherd","1 minuscule sherd Terra sigillata or imitation, did not identify on second inspection, removed from list ec 7/12",
KM 190,http://opencontext.org/subjects/478ba750-6590-42ea-8d9d-afb0adb0dc36,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5748489307999,37.0575364776868,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-190-200/km-190-yusufhacili-village.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:24Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,190,1994-09-09T00:00:00Z,1994,279,602,20,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 190,Zirayet,Zirayet,"EC,NU,KC,NK,MK",M38-d4,"Village of Yusufhacılı 1.5km to NE; just north of Hilak Tepe, 1km NE of Erkenez",,"Smaller mound to the north with some type of shrine, mound is high and steep on eastern slope and southern slope and blends gradually into hills to the north.  Western slope is steep with stone boundary wall at base, site is plowed on top and covered by straw.  Thin occupation on top only weathered sherds from surrounding hills; site is at confluence of Erkenez and stream, rocky areas (bed rock) on E. and W. slopes.  Photos 1 to Yusufhacılı, 2,3, from top with Kerry, 4 of site from se.","Steep slopes did not yield much, concentration is on top but most of tope is covered by straw, visibility not good, material appears late",Sherd count Flint count,,"Rope impressed, Hellenistic bowls",pie crust rib might be Byzantine
KM 168,http://opencontext.org/subjects/aad4513f-9b96-4cca-9aa6-896b91d96768,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.481130889961,36.798570179542,-2200,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-161-170/km-168-gen-view-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:22Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,168,1994-09-01T00:00:00Z,1994,54,506,2,Nothern Valley,false,false,false,false,false,true,true,true,true,false,KM 168,Unnamed site,Unnamed Site,"HT,KC,NU,GM,EC",N37-b1,Edge of foothills by road to Dadağlı,"Stream on south, wheat fields surround, almost in flood plain","Small low round mound with stony surface, stony surface site appears to extend to west but not much material in this section  13-14 Photos from N. to S. looking back into valley",Good general,Sherd count Flint count Ground Stone,"Characteristic for this site is a very dense grey to grey green ware with exterior thickened over-hanging undercut rims, also some ribbed sherds, two plates, one handle base, recollect for Iron age, MB-LB is less easy, tooling on lower body of flat-based vessel but difference between could be the use of the grey ware with is distinctive, another whet stone., stone vessel frag.","Terra sigillata or imitation, did not see on second inspection",
KM 120,http://opencontext.org/subjects/c3806890-65ee-4a0b-ad12-ca0f1df79b5b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5323615757587,36.9476905450973,-6500,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-111-120/km-120-general-view-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:14Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,120,1993-10-28T00:00:00Z,1993,183,558,15,Nothern Valley,false,true,true,true,false,false,true,true,true,false,KM 120,Çamurluhöyük,Çamurluhöyük,"BP,MD,BG",,KM-Narlı road,Surrounded by cotton fields.  Migrant worker camp.,"Large mound within sight of KM a few kms off the Narlı road.  Site overgrown with weeds except on west slopes where grapes are planted at one point the entire site had been plowed but probably not for several seasons.  Top is flat @ 40 meters in diameter.  Steep on north side, greatly sloping to the south.  East and west sides damaged by plowing.  Original shape changed due to plowing and cultivation.  Photos RollB 12,2-3. (4-2002) LDS Note that an extensive lower town is visible to the east and southeast of the tell in Corona imagery. This was once a large settlement.","Survey conditions good, sample good",Roof Tiles,"Lower slopes have L.Chalcolithic plus Hellenistic Roman and possibly an Iron Age int. red slipped platter, strange red-grey tile on top may indicate a substantial structure","Terra sigillata or imitation, Hellenistic stamp plate on brown red ware base, Roman splash painted",
KM 2,http://opencontext.org/subjects/80e807d4-4fb7-4e96-8344-ba3af298993d,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3949166667357,36.8733888888484,-2200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/misc/km-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:01Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,2,1993-09-23T00:00:00Z,1993,118,41,,Central Valley,false,false,false,false,true,true,true,false,false,true,KM 2,Log site,Çakmaktepe,All,N37-b1,"Large canal to east, on east side of Adana Rd. Pile 38 K.Mara€ Kılılı=cement marker on top","Agricultral (wheat, cotton, sugar beet, with factory at foot that processes wood and store no piles on top","Round rock outcrop d=225 m but occupation is concentrated in d=20 m flat circular area on top.  Locals say this was a source of flint but we don t see it, but should revisit when and if piles of wood are cleared.  Modern camp site on north side.  Actual occupation area difficult to estimate but relatively large collection of sherds","Four transects NS and EW, surface covered with wood piles but top circular area cleared and collected intensively.",Ground Stone Sherd count,"Several folded overhanging band rims from large jars, cooking pot with strap handle and rocky temper,  a number of pieces seem to have burnt gravel inclusions cf. Wilkinson,  235; two bowls Hellenistic forms,",,8-9th c. present (SC 9/98) (ca Early Abassid? LS 5-01)
KM 74,http://opencontext.org/subjects/1b7ae37e-7795-4291-9cc5-ea3a916a8e28,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4554999992193,37.0215277761985,-3200,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-71-80/km-74-gen-view-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:09Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,74,1993-10-15T00:00:00Z,1993,251,474,24,Nothern Valley,false,false,false,true,true,true,true,true,true,false,KM 74,Yağmalıhöyük,Yağmalıhöyük,All,37SCB,W. of road from  Güzelyürt to Sivricehöyük,Agricultural,"Skirted, high mound, north side very steep on NE, less so on west and south; stone field wall on top.  Top rounded square and flat=? Islamic fort?  Much Iron Age observed, many stones on surface.  Photo-Roll8-15,16=view from W.; 17 from high road to west over valley to Gecit Note that LDS estimated site size using Corona imagery. The tell is about the same length as KM 120 (but KM 74 is wider even) and KM 74 is larger than KM 121 (by about 50% eyeballing it). Since KM 120 is est. at .64 ha and KM 121 is est at .4ha I am estimating that .64 is at least as large as the site is (conservatively). I forced the field size calculation by putting a diameter figure of 90 (4-2002) Redone using Google earth 2.5 ha seems good.","Good but vegetation stubble, Top, Fields, Close fields+bottom 5, top ten, bottom ten, general collection.",Sherd count,Much is unknown but there are a number of forms that look LBA and Iron should be rechecked,Rope impressed,
KM 125,http://opencontext.org/subjects/bb2c2e74-9e83-4f22-814a-f836b8f8fc1c,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5520893897764,36.8997624873474,-10000,-1200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-121-130/km-125-gen-view-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:14Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,125,1993-10-30T00:00:00Z,1993,145,584,3,Nothern Valley,true,true,true,true,true,true,true,false,false,false,KM 125,Topaloğluhöyüğu,Topaloğluhöyük,"BP,BG,MD",,"KM124 to west.  Dump to south, power lines to north, swamp on southeast.",Surrounded by fields.  Many bee hives on mound.,"Low mound completely barren with tent and bee hives on top probably used for field workers tent city.  Loose dusty dirt covering mound makes sherding difficult.  Gently sloping on all slides, circular cut by road. Paced site to 75m.  Photo B12 photo 17 18 (looking NE)","Survey conditions fair, sample is not very good probably due to tent city occupation",Sherd count Flint count,"Interesting and unusual assemblage maybe sort of mid-Chalcolithic, includes sherds of Ubaid related painted ware, plus some highly polished red and black wares, there is also an orange buff ware with tooling that looks vaguely like  something Palestinian cf. Amuq phase H, 286:14, so this whole assemblage might be as close as we get to Karaz ware and date to the EBA, molded animal e. Neolithic.",,
KM 210,http://opencontext.org/subjects/964f153a-8b01-48be-b874-96fd1bca0205,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4325261904576,37.1225554148931,-6500,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-201-210/km-210-back-to-haydar.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,210,1994-09-15T00:00:00Z,1994,339,448,12,Nothern Valley,false,true,true,true,false,true,false,true,true,true,KM 210,Haydarhöyük,Haydarhöyük,"EC,HT,NK,GM,MK",N38-a1,"Adjacent to Gazıantep road, Tulhun and 102 visible","wheat, cotton, acorns, walnuts, rich agricultural land","High mound much disturbed by modern occupation with heavy concentration of modern trash in most open ares; collections from open areas within village. B+W 29 from NE, ; slides 6-7=shrine at nearby Zayaret T., 8 back to Hayder H.",Poor many pebbles disturb surface of mound,Sherd count Flint count Roof Tiles,"Looks second millennium but where are the plates, grooved rim should be identifiable, pieced EBA red ware sherd, some wasters","Terra sigillata or imitation, rope impression","fine incised, thumb rest handle, decorated handles, white ware seems more Byz and Islamic than anything else"
KM 196,http://opencontext.org/subjects/d5a6fbc9-8dc7-4fff-86fc-74fb033df3b4,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5693997804296,37.0282856891817,-4200,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-190-200/km-196-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:25Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,196,1994-09-10T00:00:00Z,1994,260,601,16,Nothern Valley,false,false,true,true,true,true,true,true,true,false,KM 196,Dalçınar,Dalçınar,"EC,HT,GM,NU,LB",M38-d4,Shirin Tepe to East; south of Peynırdere asphalt rd. at edge of highly fertile Erkenez Su flood plain wash ro east.,mostly cotton and some garden crops,"High mound possibly with a fort at top.  Slopes fairly steep, bottom nibbled at east and south by road cuts; note material from road construction buries lower skirt of site Photos--12=turkey herders, 13 photo from SW showing road cuts, 14?.  Revisited in 7/97 (EC,LS &MK):  Large limstone blocks removed by farmers from mound and lower flattened area of mound (these were stacked by tree to east of high mound).","Good except for areas covered, top slopes, perimeter and road cut collected separately.   Top recently plowed and covered with sherds",Roof Tiles Sherd count Flint count,"Long occupation with many periods represented, none of the rope impression in cut.  This site like 189 down the river is a fort?? guarding the Erkenez","Rope impressed, large numbers of both open and closed forms, Hellenistic fine ware bowls of all types, the Danismen red ware storage jar rim, split burnished handle may be Hellenistic",
KM 78,http://opencontext.org/subjects/867b7dab-ae5e-4679-8739-e5d577c9125d,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.365404836003,37.1374480791374,-3200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-71-80/km-78-from-s-roadside.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:09Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,78,1993-10-15T00:00:00Z,1993,351,372,30,Southeastern Valley,false,false,false,true,false,true,true,true,true,true,KM 78,Tulhun,Tulhum Çiftlik,All,37SCB(N38-a4),Narlı on Gaziantep road,"Agro-industry, fields canal","High oval mound with some lower town areas to north and east; huts dug into side; buildings on west and south.  Flat top=square fort originally.  Cut1=earth for Kmara€ when governor came; Huge cut for building=cut2.  some debris on top from recent migrant occupation obscures surf. Photo 8-23=from s. on roadside; 8-24=from top to Aksu, 25=to NW","Poor-site disturbed by construction; vegetation cover; top ten, bottom ten, cuts 1 and 2; lower town and lower tow, east lobe",Roof Tiles Sherd count Flint count,"Site seems primarily late except for EBA material from  cut 1, maybe has an Iron Age platter","Rope impressed, terra sigilata, etc, painted ticked rim=2nd mill or Roman?",handles with applied decoration// yes (LDS 9-98)
KM 159,http://opencontext.org/subjects/32f09c48-7251-428b-a154-5ca54cc0eb96,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4141362703244,36.793326735326,-6500,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-151-160/km-159-behind-turkogglu.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:21Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,159,1994-08-30T00:00:00Z,1994,46,430,8,Nothern Valley,false,true,false,false,false,false,false,false,true,true,KM 159,Aydınkabak,Aydınkabak,"EC,HT,GM,MK,LB",N37-b1,"Village to ne; stone garden walls, road to spring at n.w. edge, Bacak T; many vegetable gardens",,"Flat stony site with spread out collection, low elevation with tree on top, possibly both early and late occupation,photo 32 from w. to e.","Good, general",Sherd count Flint count,"Could be a trace of early but mostly late very little rope impressed Medieval jar forms, straight sided open forms= new feature, many handles, some sherds ribbed cooking pot, many huge pithoi rims and ribbed storage jar sherds; interesting applied sherd, might be a person, but probably a decortative element",SC 9-98 noted some Roman material??,"pie crust rim, rope impressed waster, many pithoi of heavy grit tempered red ware, plate with interior fishbone incision"
